calendar_year,p1_1stserve_pwon,p1_1stserve_success,p1_2ndserve_pwon,p1_aces,p1_breakpoints_won,p1_doublefaults,p1_max_games_row,p1_max_points_row,p1_servgames_won,p1_tiebreaks_won,p1_total_games_won,p1_total_points_won,p2_1stserve_pwon,p2_1stserve_success,p2_2ndserve_pwon,p2_aces,p2_breakpoints_won,p2_doublefaults,p2_max_games_row,p2_max_points_row,p2_servgames_won,p2_tiebreaks_won,p2_total_games_won,p2_total_points_won,player1_1st_set,player1_2nd_set,player1_3rd_set,player1_4th_set,player1_5th_set,player1_country,player1_name,player1_seed,player1_surname,player1_total_sets,player2_1st_set,player2_2nd_set,player2_3rd_set,player2_4th_set,player2_5th_set,player2_country,player2_name,player2_seed,player2_surname,player2_total_sets,tournament,tournament_phase
[2020],75,108,28,13,5,5,6,7,18,,23,147,66,87,24,9,5,5,3,7,19,,24,157,4,6,6,3,4,AUT,Dominic,5,Thiem,2,6,4,2,6,6,SRB,Novak,2,Djokovic,3,2565,Final
[2020],66,79,27,12,2,4,3,13,19,,23,147,85,114,12,25,2,5,3,6,19,,21,124,6,3,7,7,0,ESP,Rafael,1,Nadal,3,3,6,6,6,0,AUS,Nick,23,Kyrgios,1,2565,Round of 16
[2020],40,52,15,5,,5,1,5,12,,12,67,49,54,11,11,,3,3,7,15,,18,86,4,4,4,0,0,RUS,Andrey,17,Rublev,0,6,6,6,0,0,DEU,Alexander,7,Zverev,3,2565,Round of 16
[2020],77,97,24,27,4,5,5,5,20,,24,161,80,112,31,5,2,3,3,6,20,,23,160,3,6,6,6,3,USA,Tennys,,Sandgren,2,6,2,2,7,6,CHE,Roger,3,Federer,3,2565,Quarter-Final
[2020],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ITA,Paolo,12,Lorenzi,2,3,3,0,0,0,ESP,Adrian,,Menendez-Maceiras,0,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,CZE,Lukas,,Rosol,2,4,3,0,0,0,FRA,Tristan,,Lamasine,0,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,ITA,Gianluca,13,Mager,2,5,4,0,0,0,AUS,Matthew,,Ebden,0,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,0,0,AUS,Max,,Purcell,2,6,7,4,0,0,ARG,Andrea,,Collarini,1,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,AUS,Luke,,Saville,2,3,3,0,0,0,DNK,Mikael,,Torpegaard,0,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,DEU,Tobias,,Kamke,0,6,7,0,0,0,SVK,Jozef,26,Kovalik,2,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,SVK,Norbert,10,Gombos,2,4,1,0,0,0,ARG,Juan Pablo,,Ficovich,0,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,0,0,PRT,Frederico,,Ferreira Silva,2,6,4,4,0,0,KOR,Ji Sung,,Nam,1,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ITA,Roberto,,Marcora,2,3,2,0,0,0,SVK,Lukas,,Lacko,0,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ESP,Pedro,,Martinez,2,0,1,0,0,0,DEU,Julian,,Lenz,0,2565,Qualification
[2020],,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,0,0,AUS,Tristan,,Schoolkate,1,2,7,7,0,0,PER,Juan Pablo,29,Varillas,2,2565,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,0,0,CAN,Peter,10,Polansky,2,4,6,4,0,0,USA,Ernesto,,Escobedo,1,2565,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,0,0,CZE,Adam,,Pavlasek,0,7,6,0,0,0,SVN,Blaz,,Rola,2,2565,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,0,0,AUT,Sebastian,,Ofner,2,6,6,0,0,0,JPN,Yasutaka,,Uchiyama,0,2565,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,3,6,7,0,0,TPE,Jason,12,Jung,2,6,1,6,0,0,ITA,Gian Marco,,Moroni,1,2565,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,0,ITA,Alessandro,,Giannessi,0,6,6,0,0,0,ITA,Luca,,Vanni,2,2565,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,0,0,FRA,Kenny,,de Schepper,1,6,4,6,0,0,UKR,Sergiy,22,Stakhovsky,2,2565,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,7,2,6,0,0,JPN,Hiroki,,Moriya,2,6,6,3,0,0,AUS,Rinky,,Hijikata,1,2565,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,SLV,Marcelo,,Arevalo-Gonzalez,2,6,4,0,0,0,FRA,Antoine,,Hoang,0,2565,Qualification
[2018],43,61,16,3,5,2,7,7,13,,18,101,41,71,15,7,1,3,3,5,10,,12,87,6,6,6,0,0,GBR,Cameron,6,Norrie,2,1,7,4,0,0,CAN,Filip,,Peliwo,1,2565,Qualification
[2018],36,58,18,4,1,2,3,6,10,,12,76,49,62,17,8,4,1,5,7,14,,18,97,2,7,3,0,0,BIH,Aldin,,Setkic,1,6,6,6,0,0,AUS,John-Patrick,,Smith,2,2565,Qualification
[2018],32,40,22,5,2,9,3,5,10,,13,74,29,39,15,3,1,1,3,7,9,,10,74,7,6,0,0,0,CZE,Zdenek,,Kolar,2,6,4,0,0,0,JPN,Yasutaka,,Uchiyama,0,2565,Qualification
[2018],36,40,9,10,,,3,8,10,,13,71,27,40,15,4,,,1,5,8,,8,50,7,6,0,0,0,USA,Kevin,,King,2,6,2,0,0,0,BLR,Uladzimir,31,Ignatik,0,2565,Qualification
[2018],29,42,12,6,1,7,3,6,7,,8,60,25,33,16,8,4,1,4,6,9,,13,70,3,5,0,0,0,ESP,Roberto,7,Carballes Baena,0,6,7,0,0,0,USA,Denis,,Kudla,2,2565,Qualification
[2018],32,50,13,4,2,1,2,7,7,,9,62,34,43,15,3,5,3,5,6,11,,16,87,6,1,2,0,0,IND,Prajnesh,,Gunneswaran,1,4,6,6,0,0,DEU,Tobias,,Kamke,2,2565,Qualification
[2018],28,41,17,2,2,,3,6,10,,12,68,32,48,19,4,3,,3,8,12,,15,78,3,6,3,0,0,RUS,Teymuraz,,Gabashvili,1,6,3,6,0,0,POL,Hubert,,Hurkacz,2,2565,Qualification
[2018],44,54,8,17,3,9,4,9,10,,13,88,42,65,12,1,3,5,5,5,9,,12,85,6,1,6,0,0,KAZ,Alexander,9,Bublik,2,3,6,3,0,0,PRT,Goncalo,,Oliveira,1,2565,Qualification
[2017],59,92,,2,7,6,4,5,11,,18,100,48,86,,1,4,3,2,6,7,,12,88,6,6,6,0,0,CZE,,1,,2,3,7,2,0,0,USA,Sekou,,Bangoura,1,2565,Qualification
[2017],20,31,4,4,,5,1,4,5,,5,29,23,27,5,2,,1,5,8,7,,9,48,2,3,0,0,0,ITA,,,,0,6,3,0,0,0,SVN,Blaz,,Kavcic,0,2565,Qualification
[2017],40,56,,8,3,,4,7,9,,13,71,43,72,,2,1,,2,6,8,,9,59,7,6,0,0,0,AUS,John-Patrick,,Smith,2,6,3,0,0,0,ARG,Agustin,,Velotti,0,2565,Qualification
[2017],75,114,,16,5,2,3,6,15,,20,116,68,102,,6,4,7,2,5,14,,18,109,6,5,9,0,0,FRA,Kenny,,de Schepper,2,4,7,7,0,0,SVK,Norbert,27,Gombos,1,2565,Qualification
[2017],66,98,,7,4,5,3,7,14,,18,97,60,89,,5,2,2,3,7,13,,15,98,6,5,7,0,0,USA,Frances,2,Tiafoe,2,3,7,5,0,0,ITA,Marco,,Cecchinato,1,2565,Qualification
[2017],49,87,,7,5,3,7,7,8,,13,91,53,94,,4,5,1,4,7,9,,14,94,3,6,4,0,0,CAN,Steven,,Diez,1,6,2,6,0,0,BEL,,,,2,2565,Qualification
[2017],43,70,,1,3,6,4,8,7,,10,70,42,65,,4,4,4,3,5,8,,13,76,6,4,0,0,0,PRT,Pedro,,Sousa,0,7,6,0,0,0,EGY,Mohamed,,Safwat,2,2565,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,ESP,,,,0,6,6,0,0,0,USA,,25,,2,2565,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,SVK,Jozef,3,Kovalik,0,6,6,0,0,0,ARG,Marco,,Trungelliti,2,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,0,0,ITA,Luca,1,Vanni,0,7,6,0,0,0,GBR,Daniel,,Evans,2,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,ISR,,,,2,6,3,4,0,0,AUS,Luke,,Saville,1,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,DEU,,9,,2,5,2,0,0,0,FRA,Tristan,,Lamasine,0,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,USA,Taylor,,Fritz,2,3,1,0,0,0,JPN,Hiroki,,Moriya,0,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,7,4,6,0,0,JPN,Yuichi,12,Sugita,2,5,6,1,0,0,HRV,Ante,,Pavic,1,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,7,4,2,0,0,UZB,,,,1,6,6,6,0,0,BEL,Yannick,,Mertens,2,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,GBR,James,,Ward,2,6,4,0,0,0,CAN,Peter,,Polansky,0,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,0,0,AUS,Marc,,Polmans,0,6,7,0,0,0,USA,Dennis,32,Novikov,2,2565,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,0,0,AUS,Alex,,Bolt,1,3,6,6,0,0,FRA,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,0,UZB,,9,,0,6,6,0,0,0,GBR,Liam,,Broady,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,USA,,,,2,3,2,0,0,0,AUS,,,,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,UKR,Denys,,Molchanov,0,6,6,0,0,0,USA,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,0,0,TPE,,,,1,2,6,6,0,0,NLD,Thiemo,21,De Bakker,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,DEU,,10,,2,3,4,0,0,0,JPN,Taro,,Daniel,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,0,NLD,,,,0,6,6,0,0,0,BEL,Ruben,,Bemelmans,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,0,0,TPE,Tsung-Hua,,Yang,1,7,2,7,0,0,FRA,Enzo,,Couacaud,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,1,3,0,0,USA,,,,1,4,6,6,0,0,JPN,Hiroki,28,Moriya,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,0,0,ARG,Horacio,11,Zeballos,0,6,7,0,0,0,ROU,Marius,,Copil,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,DEU,,,,2,4,3,0,0,0,ARG,Marco,,Trungelliti,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,0,0,FRA,Mathias,,Bourgue,0,7,6,0,0,0,AUS,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,AUS,John-Patrick,,Smith,2,6,4,0,0,0,DEU,Alexander,20,Zverev,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,0,0,POL,Lukasz,,Kubot,2,3,6,3,0,0,FRA,,,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,HUN,Marton,,Fucsovics,2,4,3,0,0,0,CHL,,,,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,0,0,SVK,Norbert,12,Gombos,1,1,6,6,0,0,IRL,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,GBR,Kyle,,Edmund,2,4,2,0,0,0,FRA,Tristan,,Lamasine,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,AUS,Blake,,Mott,2,4,5,0,0,0,BEL,Arthur,,de Greef,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,1,0,0,USA,Tennys,,Sandgren,1,3,6,6,0,0,JPN,Yuichi,19,Sugita,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,AUS,,,,2,4,4,0,0,0,GBR,Brydan,,Klein,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,KAZ,Aleksandr,14,Nedovyesov,2,0,2,0,0,0,AUS,Harry,,Bourchier,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,0,0,USA,Austin,,Krajicek,2,4,6,4,0,0,IND,,22,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,0,0,AUS,,,,0,7,6,0,0,0,UKR,Illya,26,Marchenko,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,RUS,,13,,2,5,2,0,0,0,USA,,,,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,SVK,Jozef,,Kovalik,2,3,4,0,0,0,FRA,,,,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,0,0,SRB,,,,0,6,7,0,0,0,FRA,Laurent,,Lokoli,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,0,0,USA,,4,,2,6,5,0,0,0,BEL,Kimmer,,Coppejans,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,0,0,ESP,Adrian,16,Menendez-Maceiras,2,7,6,3,0,0,ITA,Stefano,,Travaglia,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,0,0,GEO,Nikoloz,,Basilashvili,1,3,7,8,0,0,HRV,,32,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,ITA,Andrea,,Arnaboldi,2,2,6,0,0,0,FRA,Jonathan,,Eysseric,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,AUS,,,,0,6,6,0,0,0,BEL,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,JPN,Yoshihito,,Nishioka,2,2,1,0,0,0,CHL,Gonzalo,,Lama,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,AUS,Marc,,Polmans,2,6,1,0,0,0,ESP,,,,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,0,0,SRB,Pedja,,Krstin,0,7,6,0,0,0,ITA,Luca,29,Vanni,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,0,0,ITA,Roberto,,Marcora,0,7,7,0,0,0,USA,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,0,0,DEU,Peter,,Torebko,2,6,6,3,0,0,PRT,Gastao,25,Elias,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,9,0,0,POL,,,,2,6,3,7,0,0,EST,,,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,0,0,RUS,Evgeny,15,Donskoy,1,4,6,8,0,0,IND,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,USA,,,,2,3,6,0,0,0,USA,Ryan,,Harrison,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,AUT,Jurgen,2,Melzer,2,3,4,0,0,0,CHL,Nicolas,,Jarry,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,ESP,Inigo,,Cervantes,0,6,7,0,0,0,BEL,Steve,17,Darcis,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,IRL,,,,0,6,6,0,0,0,FRA,,31,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,FRA,,,,2,5,4,0,0,0,AUS,Matt,,Reid,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,0,0,ESP,,,,2,6,5,0,0,0,HRV,,,,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,8,0,0,RUS,Konstantin,,Kravchuk,2,4,6,6,0,0,ITA,Thomas,,Fabbiano,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,0,0,ESP,,,,0,6,6,0,0,0,USA,Bradley,30,Klahn,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,0,0,BEL,Yannick,,Mertens,1,4,7,7,0,0,AUT,Gerald,,Melzer,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,5,7,6,0,0,BIH,Damir,1,Dzumhur,2,7,5,4,0,0,SVK,,,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,0,0,BRA,,,,0,6,7,0,0,0,DEU,Tim,,Puetz,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,0,FRA,Pierre-Hugues,3,Herbert,0,6,6,0,0,0,KOR,Hyeon,,Chung,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,SWE,Elias,,Ymer,2,0,4,0,0,0,FRA,Benoit,18,Paire,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,0,0,USA,,,,2,6,3,3,0,0,CAN,,27,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,BRA,Guilherme,,Clezar,1,7,6,6,0,0,CZE,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,FRA,Nicolas,6,Mahut,0,7,6,0,0,0,CZE,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,3,7,0,0,TPE,,8,,2,3,6,5,0,0,ITA,Matteo,,Viola,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,USA,,,,2,6,3,4,0,0,USA,Rajeev,23,Ram,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,0,0,RUS,Aslan,,Karatsev,0,7,6,0,0,0,BIH,Tomislav,,Brkic,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,DEU,,5,,2,3,4,0,0,0,BIH,Aldin,,Setkic,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,BEL,,,,0,6,6,0,0,0,MDA,Radu,,Albot,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,BRA,,,,0,6,7,0,0,0,CZE,Adam,,Pavlasek,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,4,6,0,0,DEU,,,,2,5,6,4,0,0,IND,Ramkumar,,Ramanathan,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ITA,Marco,,Cecchinato,2,3,2,0,0,0,SVK,Andrej,,Martin,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,0,0,AUS,Matthew,,Ebden,1,4,7,6,0,0,DEU,Matthias,24,Bachinger,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,0,0,NLD,,,,0,6,7,0,0,0,AUS,Andrew,,Harris,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,0,0,SVN,Aljaz,7,Bedene,2,7,4,2,0,0,ARG,Guido,,Andreozzi,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,SVK,Jozef,,Kovalik,0,6,6,0,0,0,JPN,Yuichi,19,Sugita,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,0,0,GBR,Liam,,Broady,2,6,7,4,0,0,USA,,,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,5,3,0,0,DEU,,10,,1,3,7,6,0,0,BEL,Ruben,,Bemelmans,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,3,8,0,0,ROU,Marius,,Copil,2,3,6,6,0,0,DEU,,,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,7,6,0,0,GBR,Kyle,,Edmund,2,6,6,2,0,0,USA,Austin,,Krajicek,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,12,0,0,AUS,,,,2,7,3,10,0,0,AUS,John-Patrick,,Smith,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,1,2,0,0,FRA,Enzo,,Couacaud,1,3,6,6,0,0,JPN,Hiroki,28,Moriya,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,7,0,0,HUN,Marton,,Fucsovics,1,3,6,9,0,0,UKR,Illya,26,Marchenko,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,0,0,IRL,,,,0,6,6,0,0,0,AUS,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,7,0,0,USA,,,,2,6,3,5,0,0,NLD,Thiemo,21,De Bakker,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,IND,,,,2,6,3,0,0,0,JPN,Yoshihito,,Nishioka,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,0,KAZ,Aleksandr,14,Nedovyesov,0,6,6,0,0,0,POL,Lukasz,,Kubot,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,0,0,ESP,Adrian,16,Menendez-Maceiras,0,6,7,0,0,0,ITA,Andrea,,Arnaboldi,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,RUS,,13,,2,2,4,0,0,0,AUS,Blake,,Mott,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,7,6,0,0,FRA,Laurent,,Lokoli,2,6,6,1,0,0,DEU,Peter,,Torebko,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,USA,,,,2,6,1,4,0,0,HRV,,32,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,USA,,4,,2,2,3,0,0,0,AUS,Marc,,Polmans,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,BEL,,,,2,4,6,0,0,0,ITA,Luca,29,Vanni,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,POL,,,,2,4,4,0,0,0,USA,Bradley,30,Klahn,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,0,0,AUT,Gerald,,Melzer,0,7,6,0,0,0,USA,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,14,0,0,CZE,,,,2,7,3,12,0,0,CZE,Adam,,Pavlasek,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,SVN,Aljaz,7,Bedene,2,0,6,0,0,0,BIH,Tomislav,,Brkic,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,0,0,ITA,Marco,,Cecchinato,0,6,7,0,0,0,USA,,,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,0,0,BIH,Damir,1,Dzumhur,1,6,4,8,0,0,DEU,Tim,,Puetz,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,KOR,Hyeon,,Chung,2,1,0,0,0,0,DEU,,,,0,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,0,0,CZE,,,,0,6,6,0,0,0,SWE,Elias,,Ymer,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,7,6,0,0,TPE,,8,,2,6,6,2,0,0,RUS,Konstantin,,Kravchuk,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,0,0,DEU,,5,,2,6,7,2,0,0,AUS,Andrew,,Harris,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,FRA,,,,0,6,6,0,0,0,BEL,Steve,17,Darcis,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,0,0,MDA,Radu,,Albot,1,6,6,6,0,0,DEU,Matthias,24,Bachinger,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,0,0,USA,,,,0,7,6,0,0,0,FRA,,31,,2,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,7,7,0,0,AUT,Jurgen,2,Melzer,2,6,6,5,0,0,ESP,,,,1,2565,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,6,0,ZAF,Kevin,14,Anderson,3,6,5,7,4,0,ARG,Diego,,Schwartzman,1,2565,Round of 128
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,6,6,LTU,Ricardas,,Berankis,3,6,4,6,7,4,NLD,Igor,,Sijsling,2,2565,Round of 128
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,4,0,0,AUS,Jordan,,Thompson,0,6,7,6,0,0,PRT,Joao,,Sousa,3,2565,Round of 128
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,0,0,JPN,Tatsuma,,Ito,0,7,6,6,0,0,SVK,Martin,32,Klizan,3,2565,Round of 128
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,2,5,7,1,ARG,Maximo,,Gonzalez,2,4,6,7,6,6,SVK,Lukas,,Lacko,3,2565,Round of 128
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,0,0,DEU,Dustin,,Brown,0,6,6,6,0,0,BGR,Grigor,10,Dimitrov,3,2565,Round of 128
