calendar_year,p1_1stserve_pwon,p1_1stserve_success,p1_2ndserve_pwon,p1_aces,p1_breakpoints_won,p1_doublefaults,p1_max_games_row,p1_max_points_row,p1_servgames_won,p1_tiebreaks_won,p1_total_games_won,p1_total_points_won,p2_1stserve_pwon,p2_1stserve_success,p2_2ndserve_pwon,p2_aces,p2_breakpoints_won,p2_doublefaults,p2_max_games_row,p2_max_points_row,p2_servgames_won,p2_tiebreaks_won,p2_total_games_won,p2_total_points_won,player1_1st_set,player1_2nd_set,player1_3rd_set,player1_4th_set,player1_5th_set,player1_country,player1_name,player1_seed,player1_surname,player1_total_sets,player2_1st_set,player2_2nd_set,player2_3rd_set,player2_4th_set,player2_5th_set,player2_country,player2_name,player2_seed,player2_surname,player2_total_sets,tournament,tournament_phase
[2021],40,50,17,6,1,3,3,7,11,,12,83,42,52,22,16,4,9,5,7,14,,18,99,4,4,4,0,0,SRB,Novak,1,Djokovic,0,6,6,6,0,0,RUS,Daniil,2,Medvedev,3,2589,Final
[2021],45,63,19,6,1,4,3,5,14,,15,91,54,61,19,11,4,3,5,8,17,,21,110,4,6,3,2,0,DEU,Oscar,,Otte,1,6,3,6,6,0,ITA,Matteo,6,Berrettini,3,2589,Round of 16
[2021],47,65,21,9,6,1,5,8,13,,19,116,48,78,11,4,3,1,3,5,10,,13,95,1,6,6,6,0,SRB,Novak,1,Djokovic,3,6,3,2,2,0,USA,Jenson,,Brooksby,1,2589,Round of 16
[2021],46,76,20,4,2,4,3,7,12,,14,92,54,65,19,13,7,1,8,5,16,,23,121,3,0,6,5,0,NLD,Botic,,Van de Zandschulp,1,6,6,4,7,0,RUS,Daniil,2,Medvedev,3,2589,Quarter-Final
[2021],60,82,3,3,1,8,2,5,11,,13,98,69,100,2,13,4,4,6,6,14,,19,110,7,0,6 ,0,0,ARG,Renzo,,Olivo,1,6 ,6,7,0,0,DEU,Oscar,23,Otte,2,2589,Qualification
[2021],42,53,11,15,6,3,6,9,11,,17,94,33,50,15,3,3,3,3,4,8,,11,76,7,4,6,0,0,FRA,Constant,,Lestienne,2,5,6,0,0,0,ITA,Andrea,,Pellegrino,1,2589,Qualification
[2021],45,59,,1,3,2,4,10,9,,13,70,26,43,,2,2,5,3,4,7,,9,52,7,6,0,0,0,ITA,Roberto,,Marcora,2,6 ,3,0,0,0,DOM,Roberto,,Cid Subervi,0,2589,Qualification
[2021],39,64,10,4,7,6,5,9,7,,14,94,39,73,4,3,7,3,8,9,7,,14,85,7,1,6,0,0,ESP,Bernabe,5,Zapata Miralles,2,5,6,3,0,0,USA,Stefan,,Kozlov,1,2589,Qualification
[2021],23,33,9,6,1,5,2,5,6,,7,49,33,39,9,9,3,1,5,6,9,,12,66,4,3,0,0,0,SRB,Danilo,,Petrovic,0,6,6,0,0,0,AUT,Jurij,19,Rodionov,2,2589,Qualification
[2021],44,66,1,4,2,5,3,6,9,,11,76,54,80,2,9,4,4,5,5,11,,15,85,4,6,1,0,0,AUS,Matthew,,Ebden,1,6,3,6,0,0,ITA,Federico,,Gaio,2,2589,Qualification
[2021],32,35,10,11,,2,5,6,10,,13,70,29,44,8,7,,5,1,4,7,,7,52,7,6,0,0,0,USA,Jeffrey John,,Wolf,2,5,2,0,0,0,UZB,Denis,,Istomin,0,2589,Qualification
[2020],55,90,22,2,8,4,6,8,14,,22,137,60,97,13,8,6,6,3,6,13,,19,132,3,6,6,1,6,ESP,Alejandro,,Davidovich Fokina,3,6,4,3,6,0,AUT,Dennis,,Novak,2,2589,Round of 128
[2020],47,75,16,4,5,3,5,7,12,,17,105,57,79,16,12,6,2,9,7,14,,20,119,6,6,4,1,0,TPE,Jason,,Jung,0,2,4,6,6,2,ARG,Federico,,Coria,0,2589,Round of 128
[2020],63,119,26,1,8,8,4,6,12,,20,164,66,107,30,11,11,5,6,9,15,,26,182,6,6,2,1,5,ARG,Diego,9,Schwartzman,2,3,4,6,6,7,GBR,Cameron,,Norrie,3,2589,Round of 128
[2020],56,73,18,6,3,5,2,5,12,,15,102,50,65,21,6,6,1,4,7,16,,22,118,3,4,6,2,0,ITA,Stefano,,Travaglia,1,6,6,4,6,0,AUS,Jordan,,Thompson,3,2589,Round of 128
[2020],49,77,20,7,2,2,5,6,13,,15,105,54,68,21,11,5,4,5,7,17,,22,118,1,6,4,4,0,SRB,Dusan,18,Lajovic,1,6,4,6,6,0,BLR,Egor,,Gerasimov,3,2589,Round of 128
[2020],34,54,10,,1,3,2,5,8,,9,76,46,61,20,,6,2,5,12,13,,19,105,5,3,1,0,0,ESP,Pablo,,Andujar,0,7,6,6,0,0,HRV,Borna,27,Coric,3,2589,Round of 128
[2020],33,51,22,4,7,1,4,8,12,,19,96,35,49,10,6,3,6,2,5,8,,11,73,6,6,7,0,0,ARG,Juan Ignacio,,Londero,3,3,3,5,0,0,RUS,Evgeny,,Donskoy,0,2589,Round of 128
[2020],53,65,20,13,4,3,3,7,18,,22,132,58,100,23,1,1,2,3,4,14,,15,107,6,4,6,6,0,CAN,Denis,12,Shapovalov,3,4,6,3,2,0,USA,Sebastian,,Korda,1,2589,Round of 128
[2020],62,77,27,20,2,7,3,7,19,,21,126,78,91,20,18,3,6,3,8,21,,25,140,6,7,3,5,0,ZAF,Kevin,,Anderson,1,7,5,6,7,0,DEU,Alexander,5,Zverev,3,2589,Round of 128
[2020],45,62,18,2,7,2,5,5,13,,20,104,44,67,11,10,4,1,6,9,10,,14,92,6,6,2,6,0,FRA,Adrian,32,Mannarino,3,1,4,6,3,0,ITA,Lorenzo,,Sonego,1,2589,Round of 128
[2020],66,84,34,10,4,10,5,8,21,,25,150,76,101,24,12,3,5,3,7,21,,24,144,3,6,6,4,7,USA,Jack,,Sock,3,6,4,2,6,6,URY,Pablo,,Cuevas,2,2589,Round of 128
[2020],69,96,26,5,4,5,3,4,19,,23,150,79,101,15,14,3,5,3,7,18,,21,149,4,6,1,6,6,ESP,Pablo,20,Carreno Busta,3,6,3,6,3,3,JPN,Yasutaka,,Uchiyama,2,2589,Round of 128
[2020],33,47,19,3,2,10,3,5,9,,11,81,38,53,22,14,5,2,4,6,13,,18,100,3,4,4,0,0,DEU,Peter,,Gojowczyk,0,6,6,6,0,0,POL,Hubert,24,Hurkacz,3,2589,Round of 128
[2020],29,52,19,2,1,3,2,5,8,,9,79,41,53,20,10,5,2,5,5,13,,18,101,1,4,4,0,0,EGY,Mohamed,,Safwat,0,6,6,6,0,0,FRA,Gilles,,Simon,3,2589,Round of 128
[2019],,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,0,0,CZE,Jiri,,Vesely,2,4,7,5,0,0,TPE,Jason,23,Jung,1,2589,Qualification
[2019],45,69,31,6,4,6,3,8,13,,18,127,46,57,20,5,4,7,4,5,12,,16,111,5,6,7,0,0,SWE,Mikael,9,Ymer,2,7,3,6,0,0,USA,Thai-Son,,Kwiatkowski,1,2589,Qualification
[2019],45,78,10,5,2,1,2,8,7,,9,76,34,46,16,6,5,2,7,9,11,,16,96,6,1,2,0,0,USA,Alex,,Rybakov,1,4,6,6,0,0,ARG,Facundo,,Bagnis,2,2589,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ITA,Stefano,,Napolitano,2,2,4,0,0,0,USA,,,,0,2589,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,AUT,Sebastian,,Ofner,0,6,6,0,0,0,KOR,Hyeon,29,Chung,2,2589,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,4,6,7,0,0,USA,Tommy,10,Paul,2,6,4,6,0,0,DEU,Yannick,,Hanfmann,1,2589,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,ESP,Pedro,,Martinez,2,6,3,2,0,0,ARG,Federico,,Coria,1,2589,Qualification
[2019],26,32,10,3,,3,5,6,9,,12,58,19,29,11,1,,5,1,5,5,,5,40,6,6,0,0,0,USA,Jenson,,Brooksby,2,3,2,0,0,0,JPN,Kaichi,,Uchida,0,2589,Qualification
[2019],,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,0,0,AUS,Marc,,Polmans,0,6,6,0,0,0,JPN,Yuichi,27,Sugita,2,2589,Qualification
[2019],19,21,9,3,,1,9,8,7,,12,53,8,23,9,2,,6,1,4,2,,2,22,6,6,0,0,0,DEU,Dominik,11,Koepfer,2,1,1,0,0,0,USA,Ryan,,Harrison,0,2589,Qualification
[2018],,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,FRA,Quentin,,Halys,0,6,6,0,0,0,AUT,Dennis,25,Novak,2,2589,Qualification
[2018],,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,0,0,CHE,Henri,13,Laaksonen,0,7,6,0,0,0,ESP,Tommy,,Robredo,2,2589,Qualification
[2018],,,,,,,,,,,,,,,,,,,,,,,,,6,5,3,0,0,ITA,Luca,,Vanni,1,4,7,6,0,0,FRA,Gregoire,,Barrere,2,2589,Qualification
[2018],26,51,15,,6,4,4,5,9,,15,79,34,52,9,,4,3,4,7,7,,11,76,6,3,6,0,0,RUS,Alexey,,Vatutin,2,4,6,1,0,0,USA,,,,1,2589,Qualification
[2018],,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,0,USA,Kevin,,King,0,6,6,0,0,0,BEL,Ruben,17,Bemelmans,2,2589,Qualification
[2018],,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,ESP,Adrian,8,Menendez-Maceiras,0,6,6,0,0,0,SRB,Danilo,,Petrovic,2,2589,Qualification
[2018],,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,0,0,SVK,Norbert,,Gombos,2,4,6,3,0,0,NLD,,,,1,2589,Qualification
[2018],,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,0,0,ITA,Salvatore,,Caruso,0,6,7,0,0,0,ITA,Lorenzo,,Giustino,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,CAN,Denis,18,Shapovalov,2,3,4,0,0,0,USA,Denis,2,Kudla,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,0,0,PRT,Goncalo,,Oliveira,1,6,4,6,0,0,PRT,Gastao,,Elias,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,UKR,Sergiy,27,Stakhovsky,2,2,1,0,0,0,RUS,Alexey,4,Vatutin,0,2589,Qualification
[2017],22,38,5,,1,5,2,5,5,,6,41,26,32,10,,4,6,4,5,8,,12,60,3,3,0,0,0,JPN,Hiroki,,Moriya,0,6,6,0,0,0,CAN,Felix,,Auger-Aliassime,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,IND,Prajnesh,,Gunneswaran,0,6,6,0,0,0,DEU,Yannick,,Hanfmann,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,ITA,,,,2,5,3,0,0,0,ARG,Andrea,,Collarini,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,7,3,6,0,0,CZE,Vaclav,,Safranek,2,6,6,3,0,0,DEU,Daniel,,Masur,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,DEU,Tobias,,Kamke,2,1,4,0,0,0,USA,Noah,,Rubin,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,0,0,AUS,Akira,,Santillan,2,6,3,4,0,0,AUT,Sebastian,23,Ofner,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,0,0,BLR,Uladzimir,,Ignatik,2,4,6,0,0,0,ARG,Maximo,,Gonzalez,1,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,0,0,ARG,Renzo,7,Olivo,0,7,6,0,0,0,ITA,Lorenzo,,Giustino,2,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,0,0,CHN,Di,,Wu,2,0,6,2,0,0,ESP,David,,Perez Sanz,1,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,0,0,HUN,Marton,,Fucsovics,2,2,6,2,0,0,CAN,Peter,,Polansky,1,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,USA,Vasil,,Kirkov,0,6,7,0,0,0,BEL,,,,2,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,COL,Alejandro,,Gonzalez,2,4,3,0,0,0,ITA,Luca,,Vanni,0,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,AUS,,,,0,6,6,0,0,0,ESP,,21,,2,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,0,BIH,Aldin,,Setkic,0,6,6,0,0,0,BEL,,,,2,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,BLR,Egor,,Gerasimov,0,6,6,0,0,0,FRA,Quentin,25,Halys,2,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,0,FRA,Gregoire,,Barrere,0,6,6,0,0,0,USA,Alexander,,Sarkissian,2,2589,Qualification
[2016],,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,0,0,CHE,Henri,,Laaksonen,2,6,1,4,0,0,USA,Thai-Son,,Kwiatkowski,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ARG,Guido,3,Pella,2,3,4,0,0,0,DEU,,,,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,TPE,,,,0,6,7,0,0,0,USA,Noah,,Rubin,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,0,0,JPN,Tatsuma,,Ito,0,6,7,0,0,0,RUS,Aslan,,Karatsev,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,0,0,USA,Alexander,,Sarkissian,1,4,6,6,0,0,CZE,,,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,ARG,Nicolas,,Kicker,2,1,6,0,0,0,CZE,Adam,,Pavlasek,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,0,0,UZB,,,,1,7,4,6,0,0,DEU,,17,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,5,1,0,0,IND,,,,1,5,7,6,0,0,SVK,Norbert,20,Gombos,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,0,0,PRT,Gastao,,Elias,1,6,6,6,0,0,USA,Dennis,,Novikov,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,1,2,0,0,SRB,Dusan,8,Lajovic,1,4,6,6,0,0,GBR,Brydan,,Klein,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,0,0,FRA,Mathias,,Bourgue,2,3,7,4,0,0,SRB,Laslo,,Djere,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,USA,Michael,,Mmoh,0,6,6,0,0,0,AUS,Matthew,26,Ebden,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,0,0,FRA,Tristan,,Lamasine,2,7,5,1,0,0,CHN,Ze,,Zhang,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,ESP,,,,0,6,0,0,0,0,ESP,,21,,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,USA,Taylor,,Fritz,0,6,6,0,0,0,ITA,Luca,19,Vanni,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,DEU,Matthias,14,Bachinger,0,6,6,0,0,0,RUS,Konstantin,,Kravchuk,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,BIH,Tomislav,,Brkic,0,6,6,0,0,0,POL,,,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,0,0,BRB,Darian,,King,1,2,6,7,0,0,EST,,,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ARG,Maximo,,Gonzalez,2,2,4,0,0,0,USA,,,,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,JPN,Taro,9,Daniel,2,2,4,0,0,0,ARG,Renzo,,Olivo,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,TPE,Jason,,Jung,0,6,7,0,0,0,BLR,Uladzimir,,Ignatik,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,DOM,Jose,,Hernandez-Fernandez,2,6,1,0,0,0,FRA,Jonathan,,Eysseric,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,7,1,0,0,FRA,Calvin,,Hemery,1,6,6,6,0,0,BIH,Mirza,,Basic,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,SWE,Elias,,Ymer,2,2,1,0,0,0,CZE,Jan,,Satral,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,NLD,Thiemo,,De Bakker,0,7,7,0,0,0,RUS,Evgeny,31,Donskoy,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,DEU,Jan-Lennard,13,Struff,2,6,4,1,0,0,IND,Saketh,,Myneni,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,0,0,TPE,,,,0,7,6,0,0,0,DEU,Tobias,,Kamke,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,ECU,,,,0,6,6,0,0,0,COL,,22,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,0,0,ITA,,,,0,6,6,0,0,0,CHE,,,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,7,0,0,ESP,Inigo,11,Cervantes,2,6,4,5,0,0,GBR,Liam,,Broady,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,FRA,,1,,2,3,6,0,0,0,ITA,,,,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,0,0,KAZ,Andrey,,Golubev,2,6,6,0,0,0,FRA,Enzo,,Couacaud,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,0,0,USA,Tommy,,Paul,2,3,6,4,0,0,SVN,Blaz,24,Rola,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,GBR,Kyle,6,Edmund,2,3,4,0,0,0,CAN,Peter,,Polansky,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,0,0,USA,Stefan,,Kozlov,1,6,5,6,0,0,ARG,Guido,,Andreozzi,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,2,6,0,0,USA,Daniel,,Nguyen,2,6,6,4,0,0,CAN,,,,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,2,0,0,IND,,,,1,6,1,6,0,0,JPN,Yoshihito,23,Nishioka,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,UKR,Illya,16,Marchenko,2,6,1,0,0,0,JPN,Hiroki,,Moriya,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,FRA,,,,2,4,4,0,0,0,SVK,Jozef,,Kovalik,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ITA,Andrea,,Arnaboldi,2,3,4,0,0,0,BEL,Yannick,,Mertens,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,BLR,,,,0,6,6,0,0,0,ESP,Adrian,28,Menendez-Maceiras,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,0,0,AUT,Gerald,,Melzer,0,7,6,0,0,0,JPN,Yuichi,,Sugita,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,0,0,ISR,,,,1,3,6,6,0,0,BRA,Guilherme,,Clezar,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,BIH,Aldin,,Setkic,0,6,6,0,0,0,FRA,,,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,JPN,Go,10,Soeda,0,6,6,0,0,0,RUS,Andrey,,Rublev,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,HUN,Marton,,Fucsovics,2,2,2,0,0,0,BRA,,25,,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,DEU,Peter,,Gojowczyk,2,6,4,2,0,0,JPN,Yasutaka,,Uchiyama,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,USA,,,,0,7,6,0,0,0,AUS,John-Patrick,18,Smith,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,ESP,,12,,2,6,3,0,0,0,NLD,Igor,,Sijsling,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,GEO,Nikoloz,5,Basilashvili,2,2,4,0,0,0,ESP,Oriol,,Roca Batalla,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,ITA,Thomas,,Fabbiano,2,2,5,0,0,0,ARG,Facundo,32,Arguello,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,0,0,BEL,Kimmer,7,Coppejans,2,4,6,3,0,0,HRV,Ante,,Pavic,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,0,0,CZE,Jaroslav,,Pospisil,0,7,6,0,0,0,AUT,Jurgen,27,Melzer,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,USA,Mitchell,,Krueger,2,1,2,0,0,0,BEL,,,,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,CHL,Nicolas,,Jarry,0,6,6,0,0,0,RUS,,,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,0,0,SWE,Christian,,Lindell,0,7,6,0,0,0,USA,Reilly,,Opelka,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,ITA,Matteo,,Viola,0,6,6,0,0,0,HRV,Ivan,29,Dodig,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,0,0,AUS,Jason,,Kubler,0,7,6,0,0,0,ARG,Facundo,30,Bagnis,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,FRA,Maxime,,Hamou,0,6,6,0,0,0,BEL,,,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,0,0,RUS,Karen,,Khachanov,2,4,6,1,0,0,AUS,Luke,,Saville,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,PRT,Pedro,,Sousa,0,6,6,0,0,0,IND,Ramkumar,,Ramanathan,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,DEU,Alexander,2,Zverev,2,1,4,0,0,0,ARG,Horacio,,Zeballos,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,6,4,0,0,FRA,Edouard,,Roger-Vasselin,1,6,4,6,0,0,ROU,Marius,,Copil,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,BEL,,,,0,6,1,0,0,0,DEU,,,,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,COL,Alejandro,15,Gonzalez,2,6,2,0,0,0,USA,Marcos,,Giron,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,7,2,0,0,USA,Dennis,,Novikov,1,6,6,6,0,0,AUS,Matthew,26,Ebden,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,GBR,Brydan,,Klein,2,3,2,0,0,0,FRA,Tristan,,Lamasine,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,0,0,POL,,,,0,6,7,0,0,0,ESP,,21,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,0,0,ARG,Maximo,,Gonzalez,2,3,7,2,0,0,ITA,Luca,19,Vanni,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,3,7,0,0,RUS,Konstantin,,Kravchuk,2,2,6,6,0,0,EST,,,,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,JPN,Taro,9,Daniel,2,6,1,0,0,0,BIH,Mirza,,Basic,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,0,0,BLR,Uladzimir,,Ignatik,1,3,6,6,0,0,RUS,Evgeny,31,Donskoy,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,0,0,DEU,Jan-Lennard,13,Struff,1,6,4,7,0,0,SWE,Elias,,Ymer,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,FRA,Mathias,,Bourgue,2,2,4,0,0,0,SVK,Norbert,20,Gombos,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,0,ARG,Nicolas,,Kicker,0,6,6,0,0,0,DEU,,17,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,0,0,KAZ,Andrey,,Golubev,1,6,3,7,0,0,COL,,22,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,0,0,RUS,Aslan,,Karatsev,2,3,7,0,0,0,CZE,,,,1,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,ARG,Guido,3,Pella,2,4,6,0,0,0,USA,Noah,,Rubin,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,FRA,,1,,2,1,2,0,0,0,DEU,Tobias,,Kamke,0,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,ITA,Andrea,,Arnaboldi,1,6,2,7,0,0,ESP,Adrian,28,Menendez-Maceiras,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,0,0,USA,Daniel,,Nguyen,1,6,2,6,0,0,JPN,Yoshihito,23,Nishioka,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,ESP,Inigo,11,Cervantes,0,6,6,0,0,0,CHE,,,,2,2589,Qualification
[2015],,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,0,0,DOM,Jose,,Hernandez-Fernandez,0,6,7,0,0,0,USA,Tommy,,Paul,2,2589,Qualification
